folder,file,path,lon,lat,alt,dt
109MEDIA,DJI_0463.JPG,D:\drone\DCIM\109MEDIA\DJI_0463.JPG,-49.3474675,-27.39549852777778,561.259,2026:03:01 15:54:06
109MEDIA,DJI_0464.JPG,D:\drone\DCIM\109MEDIA\DJI_0464.JPG,-49.34751177777778,-27.395499,561.359,2026:03:01 15:54:08
109MEDIA,DJI_0465.JPG,D:\drone\DCIM\109MEDIA\DJI_0465.JPG,-49.34758063888889,-27.395517416666667,561.259,2026:03:01 15:54:10
109MEDIA,DJI_0466.JPG,D:\drone\DCIM\109MEDIA\DJI_0466.JPG,-49.34763766666667,-27.395534972222222,561.259,2026:03:01 15:54:12
109MEDIA,DJI_0467.JPG,D:\drone\DCIM\109MEDIA\DJI_0467.JPG,-49.34768691666667,-27.395548722222223,561.259,2026:03:01 15:54:14
109MEDIA,DJI_0468.JPG,D:\drone\DCIM\109MEDIA\DJI_0468.JPG,-49.347736861111116,-27.39555777777778,561.259,2026:03:01 15:54:16
109MEDIA,DJI_0469.JPG,D:\drone\DCIM\109MEDIA\DJI_0469.JPG,-49.34778641666667,-27.395566944444443,561.259,2026:03:01 15:54:18
109MEDIA,DJI_0470.JPG,D:\drone\DCIM\109MEDIA\DJI_0470.JPG,-49.34783244444445,-27.39557602777778,561.259,2026:03:01 15:54:20
109MEDIA,DJI_0471.JPG,D:\drone\DCIM\109MEDIA\DJI_0471.JPG,-49.34788269444444,-27.395586555555553,561.259,2026:03:01 15:54:22
109MEDIA,DJI_0472.JPG,D:\drone\DCIM\109MEDIA\DJI_0472.JPG,-49.347936805555555,-27.395598277777776,561.259,2026:03:01 15:54:24
109MEDIA,DJI_0473.JPG,D:\drone\DCIM\109MEDIA\DJI_0473.JPG,-49.34799736111111,-27.39561213888889,561.259,2026:03:01 15:54:26
109MEDIA,DJI_0474.JPG,D:\drone\DCIM\109MEDIA\DJI_0474.JPG,-49.34805430555556,-27.395631583333333,561.259,2026:03:01 15:54:28
109MEDIA,DJI_0475.JPG,D:\drone\DCIM\109MEDIA\DJI_0475.JPG,-49.34811536111111,-27.395653194444446,561.259,2026:03:01 15:54:30
109MEDIA,DJI_0476.JPG,D:\drone\DCIM\109MEDIA\DJI_0476.JPG,-49.34818386111111,-27.39567875,561.259,2026:03:01 15:54:32
109MEDIA,DJI_0477.JPG,D:\drone\DCIM\109MEDIA\DJI_0477.JPG,-49.348258694444446,-27.395709666666665,561.259,2026:03:01 15:54:34
109MEDIA,DJI_0478.JPG,D:\drone\DCIM\109MEDIA\DJI_0478.JPG,-49.34832897222223,-27.395739583333334,561.259,2026:03:01 15:54:36
109MEDIA,DJI_0479.JPG,D:\drone\DCIM\109MEDIA\DJI_0479.JPG,-49.34839588888889,-27.395766916666666,560.959,2026:03:01 15:54:38
109MEDIA,DJI_0480.JPG,D:\drone\DCIM\109MEDIA\DJI_0480.JPG,-49.34846711111111,-27.39579525,560.059,2026:03:01 15:54:40
109MEDIA,DJI_0481.JPG,D:\drone\DCIM\109MEDIA\DJI_0481.JPG,-49.348530833333335,-27.39582,560.059,2026:03:01 15:54:42
109MEDIA,DJI_0482.JPG,D:\drone\DCIM\109MEDIA\DJI_0482.JPG,-49.34859241666667,-27.39584361111111,560.059,2026:03:01 15:54:44
109MEDIA,DJI_0483.JPG,D:\drone\DCIM\109MEDIA\DJI_0483.JPG,-49.3486485,-27.395866194444444,559.959,2026:03:01 15:54:46
109MEDIA,DJI_0484.JPG,D:\drone\DCIM\109MEDIA\DJI_0484.JPG,-49.34869536111111,-27.395888833333334,559.959,2026:03:01 15:54:48
109MEDIA,DJI_0485.JPG,D:\drone\DCIM\109MEDIA\DJI_0485.JPG,-49.348737222222226,-27.39591961111111,559.959,2026:03:01 15:54:50
109MEDIA,DJI_0486.JPG,D:\drone\DCIM\109MEDIA\DJI_0486.JPG,-49.34877252777778,-27.395957166666665,560.059,2026:03:01 15:54:52
109MEDIA,DJI_0487.JPG,D:\drone\DCIM\109MEDIA\DJI_0487.JPG,-49.34878061111112,-27.395999194444443,559.959,2026:03:01 15:54:54
109MEDIA,DJI_0488.JPG,D:\drone\DCIM\109MEDIA\DJI_0488.JPG,-49.34874488888889,-27.39601111111111,559.859,2026:03:01 15:54:56
109MEDIA,DJI_0489.JPG,D:\drone\DCIM\109MEDIA\DJI_0489.JPG,-49.348716361111116,-27.395984194444445,559.859,2026:03:01 15:54:58
109MEDIA,DJI_0490.JPG,D:\drone\DCIM\109MEDIA\DJI_0490.JPG,-49.348695250000006,-27.395944694444445,559.959,2026:03:01 15:55:00
109MEDIA,DJI_0491.JPG,D:\drone\DCIM\109MEDIA\DJI_0491.JPG,-49.34866713888889,-27.395897944444442,559.859,2026:03:01 15:55:02
109MEDIA,DJI_0492.JPG,D:\drone\DCIM\109MEDIA\DJI_0492.JPG,-49.34861180555556,-27.39586561111111,559.759,2026:03:01 15:55:04
109MEDIA,DJI_0493.JPG,D:\drone\DCIM\109MEDIA\DJI_0493.JPG,-49.3485535,-27.395890416666667,559.759,2026:03:01 15:55:06
109MEDIA,DJI_0494.JPG,D:\drone\DCIM\109MEDIA\DJI_0494.JPG,-49.348473472222224,-27.395888694444444,559.759,2026:03:01 15:55:08
109MEDIA,DJI_0495.JPG,D:\drone\DCIM\109MEDIA\DJI_0495.JPG,-49.34839791666667,-27.39587925,559.859,2026:03:01 15:55:10
109MEDIA,DJI_0496.JPG,D:\drone\DCIM\109MEDIA\DJI_0496.JPG,-49.348307444444444,-27.39586836111111,559.859,2026:03:01 15:55:12
109MEDIA,DJI_0497.JPG,D:\drone\DCIM\109MEDIA\DJI_0497.JPG,-49.348212583333336,-27.395854666666665,559.759,2026:03:01 15:55:14
109MEDIA,DJI_0498.JPG,D:\drone\DCIM\109MEDIA\DJI_0498.JPG,-49.34810511111111,-27.395838055555554,559.759,2026:03:01 15:55:16
109MEDIA,DJI_0499.JPG,D:\drone\DCIM\109MEDIA\DJI_0499.JPG,-49.34800602777778,-27.39582508333333,559.759,2026:03:01 15:55:18
109MEDIA,DJI_0500.JPG,D:\drone\DCIM\109MEDIA\DJI_0500.JPG,-49.34789913888889,-27.39580875,559.659,2026:03:01 15:55:20
109MEDIA,DJI_0501.JPG,D:\drone\DCIM\109MEDIA\DJI_0501.JPG,-49.34778066666667,-27.39579375,559.859,2026:03:01 15:55:22
109MEDIA,DJI_0502.JPG,D:\drone\DCIM\109MEDIA\DJI_0502.JPG,-49.34772688888889,-27.395787305555555,559.759,2026:03:01 15:55:24
109MEDIA,DJI_0503.JPG,D:\drone\DCIM\109MEDIA\DJI_0503.JPG,-49.34773122222222,-27.395789555555556,559.759,2026:03:01 15:55:26
109MEDIA,DJI_0504.JPG,D:\drone\DCIM\109MEDIA\DJI_0504.JPG,-49.34773205555556,-27.395790416666667,559.759,2026:03:01 15:55:28
109MEDIA,DJI_0505.JPG,D:\drone\DCIM\109MEDIA\DJI_0505.JPG,-49.34773144444445,-27.39579063888889,559.759,2026:03:01 15:55:30
109MEDIA,DJI_0506.JPG,D:\drone\DCIM\109MEDIA\DJI_0506.JPG,-49.34773094444445,-27.395790944444443,559.859,2026:03:01 15:55:32
109MEDIA,DJI_0507.JPG,D:\drone\DCIM\109MEDIA\DJI_0507.JPG,-49.34773027777778,-27.39579147222222,559.859,2026:03:01 15:55:34
109MEDIA,DJI_0508.JPG,D:\drone\DCIM\109MEDIA\DJI_0508.JPG,-49.347730222222225,-27.395790555555553,559.859,2026:03:01 15:55:36
109MEDIA,DJI_0509.JPG,D:\drone\DCIM\109MEDIA\DJI_0509.JPG,-49.34773138888889,-27.39579086111111,559.859,2026:03:01 15:55:38
109MEDIA,DJI_0510.JPG,D:\drone\DCIM\109MEDIA\DJI_0510.JPG,-49.34772375,-27.395837,559.859,2026:03:01 15:55:40
109MEDIA,DJI_0511.JPG,D:\drone\DCIM\109MEDIA\DJI_0511.JPG,-49.347686333333336,-27.39594725,559.959,2026:03:01 15:55:42
109MEDIA,DJI_0512.JPG,D:\drone\DCIM\109MEDIA\DJI_0512.JPG,-49.347626250000005,-27.396095805555554,559.859,2026:03:01 15:55:44
109MEDIA,DJI_0513.JPG,D:\drone\DCIM\109MEDIA\DJI_0513.JPG,-49.34754069444445,-27.396229555555554,559.859,2026:03:01 15:55:46
109MEDIA,DJI_0514.JPG,D:\drone\DCIM\109MEDIA\DJI_0514.JPG,-49.34741694444445,-27.39629811111111,559.659,2026:03:01 15:55:48
109MEDIA,DJI_0515.JPG,D:\drone\DCIM\109MEDIA\DJI_0515.JPG,-49.34726694444445,-27.396331194444443,559.859,2026:03:01 15:55:50
109MEDIA,DJI_0516.JPG,D:\drone\DCIM\109MEDIA\DJI_0516.JPG,-49.34718077777778,-27.396352027777777,559.759,2026:03:01 15:55:52
109MEDIA,DJI_0517.JPG,D:\drone\DCIM\109MEDIA\DJI_0517.JPG,-49.347121944444446,-27.39637513888889,559.759,2026:03:01 15:55:54
109MEDIA,DJI_0518.JPG,D:\drone\DCIM\109MEDIA\DJI_0518.JPG,-49.34702163888889,-27.396423638888887,559.659,2026:03:01 15:55:56
109MEDIA,DJI_0519.JPG,D:\drone\DCIM\109MEDIA\DJI_0519.JPG,-49.346907083333335,-27.396478555555554,559.759,2026:03:01 15:55:58
109MEDIA,DJI_0520.JPG,D:\drone\DCIM\109MEDIA\DJI_0520.JPG,-49.34679027777778,-27.39653308333333,559.759,2026:03:01 15:56:00
109MEDIA,DJI_0521.JPG,D:\drone\DCIM\109MEDIA\DJI_0521.JPG,-49.34667208333334,-27.39658786111111,559.759,2026:03:01 15:56:02
109MEDIA,DJI_0522.JPG,D:\drone\DCIM\109MEDIA\DJI_0522.JPG,-49.34654183333333,-27.396617499999998,559.759,2026:03:01 15:56:04
109MEDIA,DJI_0523.JPG,D:\drone\DCIM\109MEDIA\DJI_0523.JPG,-49.346455222222225,-27.396556722222222,559.859,2026:03:01 15:56:06
109MEDIA,DJI_0524.JPG,D:\drone\DCIM\109MEDIA\DJI_0524.JPG,-49.346437333333334,-27.396489555555554,559.859,2026:03:01 15:56:08
109MEDIA,DJI_0525.JPG,D:\drone\DCIM\109MEDIA\DJI_0525.JPG,-49.34645186111111,-27.39647888888889,559.859,2026:03:01 15:56:10
109MEDIA,DJI_0526.JPG,D:\drone\DCIM\109MEDIA\DJI_0526.JPG,-49.346530944444446,-27.396410333333332,559.859,2026:03:01 15:56:12
109MEDIA,DJI_0527.JPG,D:\drone\DCIM\109MEDIA\DJI_0527.JPG,-49.34662755555556,-27.396326638888887,559.959,2026:03:01 15:56:14
109MEDIA,DJI_0528.JPG,D:\drone\DCIM\109MEDIA\DJI_0528.JPG,-49.34666444444445,-27.396296416666665,559.859,2026:03:01 15:56:16
109MEDIA,DJI_0529.JPG,D:\drone\DCIM\109MEDIA\DJI_0529.JPG,-49.34673336111111,-27.396238472222223,559.959,2026:03:01 15:56:18
109MEDIA,DJI_0530.JPG,D:\drone\DCIM\109MEDIA\DJI_0530.JPG,-49.34681744444445,-27.396166083333334,559.959,2026:03:01 15:56:20
109MEDIA,DJI_0531.JPG,D:\drone\DCIM\109MEDIA\DJI_0531.JPG,-49.34690302777778,-27.3960955,559.859,2026:03:01 15:56:22
109MEDIA,DJI_0532.JPG,D:\drone\DCIM\109MEDIA\DJI_0532.JPG,-49.34702522222222,-27.396064111111112,559.859,2026:03:01 15:56:24
109MEDIA,DJI_0533.JPG,D:\drone\DCIM\109MEDIA\DJI_0533.JPG,-49.34713144444445,-27.396102916666667,559.859,2026:03:01 15:56:26
109MEDIA,DJI_0534.JPG,D:\drone\DCIM\109MEDIA\DJI_0534.JPG,-49.34717830555556,-27.396201777777776,559.859,2026:03:01 15:56:28
109MEDIA,DJI_0535.JPG,D:\drone\DCIM\109MEDIA\DJI_0535.JPG,-49.34713847222223,-27.396284416666667,559.859,2026:03:01 15:56:30
109MEDIA,DJI_0536.JPG,D:\drone\DCIM\109MEDIA\DJI_0536.JPG,-49.347043722222224,-27.396288249999998,559.859,2026:03:01 15:56:32
109MEDIA,DJI_0537.JPG,D:\drone\DCIM\109MEDIA\DJI_0537.JPG,-49.346956722222224,-27.396240972222223,559.959,2026:03:01 15:56:34
109MEDIA,DJI_0538.JPG,D:\drone\DCIM\109MEDIA\DJI_0538.JPG,-49.346863,-27.396239277777777,560.059,2026:03:01 15:56:36
109MEDIA,DJI_0539.JPG,D:\drone\DCIM\109MEDIA\DJI_0539.JPG,-49.34674288888889,-27.396245583333332,559.959,2026:03:01 15:56:38
109MEDIA,DJI_0540.JPG,D:\drone\DCIM\109MEDIA\DJI_0540.JPG,-49.346628111111116,-27.39620961111111,560.059,2026:03:01 15:56:40
109MEDIA,DJI_0541.JPG,D:\drone\DCIM\109MEDIA\DJI_0541.JPG,-49.346515833333335,-27.396147416666665,560.159,2026:03:01 15:56:42
109MEDIA,DJI_0542.JPG,D:\drone\DCIM\109MEDIA\DJI_0542.JPG,-49.34639338888889,-27.396087583333333,560.059,2026:03:01 15:56:44
109MEDIA,DJI_0543.JPG,D:\drone\DCIM\109MEDIA\DJI_0543.JPG,-49.346262333333335,-27.396015249999998,560.259,2026:03:01 15:56:46
109MEDIA,DJI_0544.JPG,D:\drone\DCIM\109MEDIA\DJI_0544.JPG,-49.346245,-27.395998305555555,560.159,2026:03:01 15:56:48
109MEDIA,DJI_0545.JPG,D:\drone\DCIM\109MEDIA\DJI_0545.JPG,-49.346277416666666,-27.395971361111112,560.359,2026:03:01 15:56:50
109MEDIA,DJI_0546.JPG,D:\drone\DCIM\109MEDIA\DJI_0546.JPG,-49.34635630555556,-27.39591775,560.259,2026:03:01 15:56:52
109MEDIA,DJI_0547.JPG,D:\drone\DCIM\109MEDIA\DJI_0547.JPG,-49.34639275,-27.395892611111112,560.359,2026:03:01 15:56:54
109MEDIA,DJI_0548.JPG,D:\drone\DCIM\109MEDIA\DJI_0548.JPG,-49.34645044444445,-27.39585125,560.159,2026:03:01 15:56:56
109MEDIA,DJI_0549.JPG,D:\drone\DCIM\109MEDIA\DJI_0549.JPG,-49.346527972222226,-27.395817861111112,560.159,2026:03:01 15:56:58
109MEDIA,DJI_0550.JPG,D:\drone\DCIM\109MEDIA\DJI_0550.JPG,-49.34660166666667,-27.395822416666665,560.159,2026:03:01 15:57:00
109MEDIA,DJI_0551.JPG,D:\drone\DCIM\109MEDIA\DJI_0551.JPG,-49.34666152777778,-27.39585811111111,560.159,2026:03:01 15:57:02
109MEDIA,DJI_0552.JPG,D:\drone\DCIM\109MEDIA\DJI_0552.JPG,-49.34671288888889,-27.39589872222222,560.359,2026:03:01 15:57:04
109MEDIA,DJI_0553.JPG,D:\drone\DCIM\109MEDIA\DJI_0553.JPG,-49.34676641666667,-27.395945,560.459,2026:03:01 15:57:06
109MEDIA,DJI_0554.JPG,D:\drone\DCIM\109MEDIA\DJI_0554.JPG,-49.34682241666667,-27.395981222222222,560.459,2026:03:01 15:57:08
109MEDIA,DJI_0555.JPG,D:\drone\DCIM\109MEDIA\DJI_0555.JPG,-49.346892555555556,-27.395997916666666,560.459,2026:03:01 15:57:10
109MEDIA,DJI_0556.JPG,D:\drone\DCIM\109MEDIA\DJI_0556.JPG,-49.34696002777778,-27.395995833333334,560.059,2026:03:01 15:57:12
109MEDIA,DJI_0557.JPG,D:\drone\DCIM\109MEDIA\DJI_0557.JPG,-49.346980111111115,-27.3959965,558.659,2026:03:01 15:57:14
109MEDIA,DJI_0558.JPG,D:\drone\DCIM\109MEDIA\DJI_0558.JPG,-49.34707125,-27.395991638888887,558.559,2026:03:01 15:57:16
109MEDIA,DJI_0559.JPG,D:\drone\DCIM\109MEDIA\DJI_0559.JPG,-49.347143583333335,-27.395995416666665,558.559,2026:03:01 15:57:18
109MEDIA,DJI_0560.JPG,D:\drone\DCIM\109MEDIA\DJI_0560.JPG,-49.34720461111112,-27.396014583333333,558.659,2026:03:01 15:57:20
109MEDIA,DJI_0561.JPG,D:\drone\DCIM\109MEDIA\DJI_0561.JPG,-49.34729244444445,-27.39605275,558.659,2026:03:01 15:57:22
109MEDIA,DJI_0562.JPG,D:\drone\DCIM\109MEDIA\DJI_0562.JPG,-49.347378250000006,-27.396091777777777,558.659,2026:03:01 15:57:24
109MEDIA,DJI_0563.JPG,D:\drone\DCIM\109MEDIA\DJI_0563.JPG,-49.34738491666667,-27.39609325,558.559,2026:03:01 15:57:26
109MEDIA,DJI_0564.JPG,D:\drone\DCIM\109MEDIA\DJI_0564.JPG,-49.34744663888889,-27.396052444444443,558.359,2026:03:01 15:57:28
109MEDIA,DJI_0565.JPG,D:\drone\DCIM\109MEDIA\DJI_0565.JPG,-49.34754263888889,-27.395981527777778,552.559,2026:03:01 15:57:30
109MEDIA,DJI_0566.JPG,D:\drone\DCIM\109MEDIA\DJI_0566.JPG,-49.347555444444446,-27.39597827777778,548.059,2026:03:01 15:57:32
109MEDIA,DJI_0567.JPG,D:\drone\DCIM\109MEDIA\DJI_0567.JPG,-49.34755925,-27.395977388888888,548.059,2026:03:01 15:57:34
109MEDIA,DJI_0568.JPG,D:\drone\DCIM\109MEDIA\DJI_0568.JPG,-49.347559333333336,-27.395977666666667,548.059,2026:03:01 15:57:36
109MEDIA,DJI_0569.JPG,D:\drone\DCIM\109MEDIA\DJI_0569.JPG,-49.34755938888889,-27.39597722222222,548.059,2026:03:01 15:57:38
109MEDIA,DJI_0570.JPG,D:\drone\DCIM\109MEDIA\DJI_0570.JPG,-49.34756019444445,-27.395977777777777,548.059,2026:03:01 15:57:40
109MEDIA,DJI_0571.JPG,D:\drone\DCIM\109MEDIA\DJI_0571.JPG,-49.34756022222223,-27.395977333333335,547.959,2026:03:01 15:57:42
109MEDIA,DJI_0572.JPG,D:\drone\DCIM\109MEDIA\DJI_0572.JPG,-49.34756058333333,-27.395978694444445,547.459,2026:03:01 15:57:44
109MEDIA,DJI_0573.JPG,D:\drone\DCIM\109MEDIA\DJI_0573.JPG,-49.347561,-27.39597847222222,546.859,2026:03:01 15:57:46
109MEDIA,DJI_0574.JPG,D:\drone\DCIM\109MEDIA\DJI_0574.JPG,-49.34756294444445,-27.395976972222222,546.859,2026:03:01 15:57:48
109MEDIA,DJI_0575.JPG,D:\drone\DCIM\109MEDIA\DJI_0575.JPG,-49.34751861111111,-27.396005166666665,546.559,2026:03:01 15:57:50
109MEDIA,DJI_0576.JPG,D:\drone\DCIM\109MEDIA\DJI_0576.JPG,-49.34751163888889,-27.39601097222222,544.559,2026:03:01 15:57:52
109MEDIA,DJI_0577.JPG,D:\drone\DCIM\109MEDIA\DJI_0577.JPG,-49.347479944444444,-27.396026944444444,544.059,2026:03:01 15:57:54
109MEDIA,DJI_0578.JPG,D:\drone\DCIM\109MEDIA\DJI_0578.JPG,-49.347437694444444,-27.39604975,542.059,2026:03:01 15:57:56
109MEDIA,DJI_0579.JPG,D:\drone\DCIM\109MEDIA\DJI_0579.JPG,-49.347438555555556,-27.39605163888889,542.059,2026:03:01 15:57:58
109MEDIA,DJI_0580.JPG,D:\drone\DCIM\109MEDIA\DJI_0580.JPG,-49.34743647222223,-27.396049166666668,541.759,2026:03:01 15:58:00
109MEDIA,DJI_0581.JPG,D:\drone\DCIM\109MEDIA\DJI_0581.JPG,-49.347382083333336,-27.396021722222223,541.759,2026:03:01 15:58:02
109MEDIA,DJI_0582.JPG,D:\drone\DCIM\109MEDIA\DJI_0582.JPG,-49.34731575,-27.396,541.759,2026:03:01 15:58:04
109MEDIA,DJI_0583.JPG,D:\drone\DCIM\109MEDIA\DJI_0583.JPG,-49.34731580555556,-27.39599886111111,542.959,2026:03:01 15:58:06
109MEDIA,DJI_0584.JPG,D:\drone\DCIM\109MEDIA\DJI_0584.JPG,-49.347310472222226,-27.395969472222223,542.959,2026:03:01 15:58:08
109MEDIA,DJI_0585.JPG,D:\drone\DCIM\109MEDIA\DJI_0585.JPG,-49.34729905555556,-27.39591788888889,543.159,2026:03:01 15:58:10
109MEDIA,DJI_0586.JPG,D:\drone\DCIM\109MEDIA\DJI_0586.JPG,-49.34729352777778,-27.395902916666667,544.159,2026:03:01 15:58:12
109MEDIA,DJI_0587.JPG,D:\drone\DCIM\109MEDIA\DJI_0587.JPG,-49.347267305555555,-27.395812444444445,544.159,2026:03:01 15:58:14
109MEDIA,DJI_0588.JPG,D:\drone\DCIM\109MEDIA\DJI_0588.JPG,-49.34723647222223,-27.395689583333333,544.159,2026:03:01 15:58:16
109MEDIA,DJI_0589.JPG,D:\drone\DCIM\109MEDIA\DJI_0589.JPG,-49.34720416666667,-27.395546777777778,544.059,2026:03:01 15:58:18
109MEDIA,DJI_0590.JPG,D:\drone\DCIM\109MEDIA\DJI_0590.JPG,-49.347168361111116,-27.395412055555553,544.159,2026:03:01 15:58:20
109MEDIA,DJI_0591.JPG,D:\drone\DCIM\109MEDIA\DJI_0591.JPG,-49.34715975,-27.39537836111111,543.959,2026:03:01 15:58:22
109MEDIA,DJI_0592.JPG,D:\drone\DCIM\109MEDIA\DJI_0592.JPG,-49.34715991666667,-27.39537836111111,543.759,2026:03:01 15:58:24
109MEDIA,DJI_0593.JPG,D:\drone\DCIM\109MEDIA\DJI_0593.JPG,-49.34715794444445,-27.39538711111111,543.759,2026:03:01 15:58:26
109MEDIA,DJI_0594.JPG,D:\drone\DCIM\109MEDIA\DJI_0594.JPG,-49.347113944444445,-27.395461194444444,543.859,2026:03:01 15:58:28
109MEDIA,DJI_0595.JPG,D:\drone\DCIM\109MEDIA\DJI_0595.JPG,-49.34704902777778,-27.395558916666666,543.859,2026:03:01 15:58:30
109MEDIA,DJI_0596.JPG,D:\drone\DCIM\109MEDIA\DJI_0596.JPG,-49.3470255,-27.395594777777777,543.759,2026:03:01 15:58:32
109MEDIA,DJI_0597.JPG,D:\drone\DCIM\109MEDIA\DJI_0597.JPG,-49.346983083333335,-27.39565647222222,543.659,2026:03:01 15:58:34
109MEDIA,DJI_0598.JPG,D:\drone\DCIM\109MEDIA\DJI_0598.JPG,-49.34696072222223,-27.395691166666666,543.659,2026:03:01 15:58:36
109MEDIA,DJI_0599.JPG,D:\drone\DCIM\109MEDIA\DJI_0599.JPG,-49.34696133333333,-27.39569127777778,543.759,2026:03:01 15:58:38
109MEDIA,DJI_0600.JPG,D:\drone\DCIM\109MEDIA\DJI_0600.JPG,-49.34696108333333,-27.395691361111112,544.759,2026:03:01 15:58:40
109MEDIA,DJI_0601.JPG,D:\drone\DCIM\109MEDIA\DJI_0601.JPG,-49.34695655555556,-27.395702472222222,547.459,2026:03:01 15:58:42
109MEDIA,DJI_0602.JPG,D:\drone\DCIM\109MEDIA\DJI_0602.JPG,-49.34689813888889,-27.395776805555556,547.559,2026:03:01 15:58:44
109MEDIA,DJI_0603.JPG,D:\drone\DCIM\109MEDIA\DJI_0603.JPG,-49.34682388888889,-27.395853916666667,547.559,2026:03:01 15:58:46
109MEDIA,DJI_0604.JPG,D:\drone\DCIM\109MEDIA\DJI_0604.JPG,-49.34682325,-27.395857638888888,547.459,2026:03:01 15:58:48
109MEDIA,DJI_0605.JPG,D:\drone\DCIM\109MEDIA\DJI_0605.JPG,-49.34678013888889,-27.395874055555556,547.459,2026:03:01 15:58:50
109MEDIA,DJI_0606.JPG,D:\drone\DCIM\109MEDIA\DJI_0606.JPG,-49.34668244444445,-27.39590111111111,547.559,2026:03:01 15:58:52
109MEDIA,DJI_0607.JPG,D:\drone\DCIM\109MEDIA\DJI_0607.JPG,-49.346681805555555,-27.395900083333334,547.459,2026:03:01 15:58:54
109MEDIA,DJI_0608.JPG,D:\drone\DCIM\109MEDIA\DJI_0608.JPG,-49.346681833333335,-27.395901333333335,547.459,2026:03:01 15:58:56
109MEDIA,DJI_0609.JPG,D:\drone\DCIM\109MEDIA\DJI_0609.JPG,-49.34668147222222,-27.39590247222222,547.459,2026:03:01 15:58:58
109MEDIA,DJI_0610.JPG,D:\drone\DCIM\109MEDIA\DJI_0610.JPG,-49.346680194444446,-27.395903416666666,547.459,2026:03:01 15:59:00
109MEDIA,DJI_0611.JPG,D:\drone\DCIM\109MEDIA\DJI_0611.JPG,-49.34667944444445,-27.39590397222222,547.459,2026:03:01 15:59:02
109MEDIA,DJI_0612.JPG,D:\drone\DCIM\109MEDIA\DJI_0612.JPG,-49.34667988888889,-27.395904388888887,547.459,2026:03:01 15:59:04
109MEDIA,DJI_0613.JPG,D:\drone\DCIM\109MEDIA\DJI_0613.JPG,-49.34667872222222,-27.39590388888889,547.459,2026:03:01 15:59:06
109MEDIA,DJI_0614.JPG,D:\drone\DCIM\109MEDIA\DJI_0614.JPG,-49.346676305555555,-27.395903027777777,547.459,2026:03:01 15:59:08
109MEDIA,DJI_0615.JPG,D:\drone\DCIM\109MEDIA\DJI_0615.JPG,-49.34662602777778,-27.395870555555554,547.559,2026:03:01 15:59:10
109MEDIA,DJI_0616.JPG,D:\drone\DCIM\109MEDIA\DJI_0616.JPG,-49.34662186111111,-27.395866972222223,548.459,2026:03:01 15:59:12
109MEDIA,DJI_0617.JPG,D:\drone\DCIM\109MEDIA\DJI_0617.JPG,-49.34653572222223,-27.395842166666664,548.759,2026:03:01 15:59:14
109MEDIA,DJI_0618.JPG,D:\drone\DCIM\109MEDIA\DJI_0618.JPG,-49.34652669444445,-27.3958385,553.359,2026:03:01 15:59:16
109MEDIA,DJI_0619.JPG,D:\drone\DCIM\109MEDIA\DJI_0619.JPG,-49.34647302777778,-27.39582863888889,553.659,2026:03:01 15:59:18
109MEDIA,DJI_0620.JPG,D:\drone\DCIM\109MEDIA\DJI_0620.JPG,-49.34637177777778,-27.395838305555554,553.759,2026:03:01 15:59:20
109MEDIA,DJI_0621.JPG,D:\drone\DCIM\109MEDIA\DJI_0621.JPG,-49.34636127777778,-27.39584061111111,553.659,2026:03:01 15:59:22
109MEDIA,DJI_0622.JPG,D:\drone\DCIM\109MEDIA\DJI_0622.JPG,-49.34635827777778,-27.3958525,553.559,2026:03:01 15:59:24
109MEDIA,DJI_0623.JPG,D:\drone\DCIM\109MEDIA\DJI_0623.JPG,-49.34635219444445,-27.39588125,553.659,2026:03:01 15:59:26
109MEDIA,DJI_0624.JPG,D:\drone\DCIM\109MEDIA\DJI_0624.JPG,-49.34635730555556,-27.39588325,553.759,2026:03:01 15:59:28
109MEDIA,DJI_0625.JPG,D:\drone\DCIM\109MEDIA\DJI_0625.JPG,-49.34634388888889,-27.3959165,553.659,2026:03:01 15:59:30
109MEDIA,DJI_0626.JPG,D:\drone\DCIM\109MEDIA\DJI_0626.JPG,-49.34629433333333,-27.396025444444444,553.859,2026:03:01 15:59:32
109MEDIA,DJI_0627.JPG,D:\drone\DCIM\109MEDIA\DJI_0627.JPG,-49.346287805555555,-27.39604261111111,553.659,2026:03:01 15:59:34
109MEDIA,DJI_0628.JPG,D:\drone\DCIM\109MEDIA\DJI_0628.JPG,-49.346287333333336,-27.396043166666665,553.659,2026:03:01 15:59:36
109MEDIA,DJI_0629.JPG,D:\drone\DCIM\109MEDIA\DJI_0629.JPG,-49.346288722222226,-27.39604322222222,553.459,2026:03:01 15:59:38
109MEDIA,DJI_0630.JPG,D:\drone\DCIM\109MEDIA\DJI_0630.JPG,-49.34629138888889,-27.396043833333334,553.259,2026:03:01 15:59:40
109MEDIA,DJI_0631.JPG,D:\drone\DCIM\109MEDIA\DJI_0631.JPG,-49.34629402777778,-27.396044444444446,553.259,2026:03:01 15:59:42
109MEDIA,DJI_0632.JPG,D:\drone\DCIM\109MEDIA\DJI_0632.JPG,-49.346299111111115,-27.39604577777778,553.559,2026:03:01 15:59:44
109MEDIA,DJI_0633.JPG,D:\drone\DCIM\109MEDIA\DJI_0633.JPG,-49.34630111111111,-27.396046805555557,553.559,2026:03:01 15:59:46
